"","imdb_title_id","title","original_title","year","date_published","genre","duration","country","language","director","writer","production_company","actors","description","avg_vote","votes","budget","usa_gross_income","worlwide_gross_income","metascore","reviews_from_users","reviews_from_critics"
"74027","tt4196776","Jason Bourne","Jason Bourne","2016","2016-09-01","Action",123,"USA, China","English, Greek, German, Japanese","Paul Greengrass","Paul Greengrass, Christopher Rouse","Universal Pictures","Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel, Julia Stiles, Riz Ahmed, Ato Essandoh, Scott Shepherd, Bill Camp, Vinzenz Kiefer, Stephen Kunken, Ben Stylianou, Kaya Yuzuki, Matthew O'Neill, Lizzie Phillips","The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.","6,6",203948,"$ 120000000","$ 162434410","$ 415484914",58,697,344
"74165","tt4250566","Nebbia in agosto","Nebel im August","2016","2017-01-19","Drama",121,"Germany, Austria","German","Kai Wessel","Holger Karsten Schmidt, Robert Domes","Collina Film","Ivo Pietzcker, Sebastian Koch, Thomas Schubert, Fritzi Haberlandt, Henriette Confurius, Branko Samarovski, David Bennent, Jule Hermann, Niklas Post, Karl Markovics, Patrick Heyn, Lyonel Hollaender, Juls Serger, Franziska Singer, Arne Wichert","A Roma boy is placed in a mental hospital and experiences the Nazi euthanasia program. Aware of what was happening and attached to friends, the lad attempts to sabotage the program. The ...","7,2",1552,"$ 8000000","","$ 72895",NA,8,36
"74252","tt4285496","El abrazo de la serpiente","El abrazo de la serpiente","2015","2016-08-04","Adventure",125,"Colombia, Venezuela, Argentina","Spanish, Portuguese, Aboriginal, German, Catalan, Latin, English","Ciro Guerra","Ciro Guerra, Theodor Koch-Grünberg","Buffalo Films","Nilbio Torres, Antonio Bolivar, Jan Bijvoet, Brionne Davis, Miguel Dionisio Ramos, Luigi Sciamanna, Nicolás Cancino, Pediwake Daniel Martinez, José Sabogal","The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of forty years to search the Amazon for a sacred healing plant.","7,9",20136,"$ 1400000","$ 1329249","$ 3217176",82,73,215
"74958","tt4530422","Overlord","Overlord","2018","2018-11-08","Action",110,"USA, Canada","English, German, French","Julius Avery","Billy Ray, Mark L. Smith","Bad Robot","Jovan Adepo, Wyatt Russell, Mathilde Ollivier, Pilou Asbæk, John Magaro, Iain De Caestecker, Jacob Anderson, Dominic Applewhite, Gianny Taufer, Joseph Quinn, Bokeem Woodbine, Erich Redman, Mark McKenna, Hayley Carmichael, Marc Rissmann","A small group of American soldiers find horror behind enemy lines on the eve of D-Day.","6,6",80870,"$ 38000000","$ 21704844","$ 41657844",60,725,278
"75037","tt4555426","L'ora più buia","Darkest Hour","2017","2018-01-18","Biography",125,"UK, USA","English, French, German","Joe Wright","Anthony McCarten","Focus Features","Gary Oldman, Kristin Scott Thomas, Ben Mendelsohn, Lily James, Ronald Pickup, Stephen Dillane, Nicholas Jones, Samuel West, David Schofield, Richard Lumsden, Malcolm Storry, Hilton McRae, Benjamin Whitrow, Joe Armstrong, Adrian Rawlins","In May 1940, the fate of World War II hangs on","7,4",165715,"$ 30000000","$ 56468410","$ 153129891",75,634,417
"75293","tt4645330","La verità negata","Denial","2016","2016-11-17","Biography",109,"UK, USA","English, German, Hebrew","Mick Jackson","Deborah Lipstadt, David Hare","BBC Films","Rachel Weisz, Tom Wilkinson, Timothy Spall, Andrew Scott, Jack Lowden, Caren Pistorius, Alex Jennings, Harriet Walter, Mark Gatiss, John Sessions, Nikki Amuka-Bird, Pip Carter, Jackie Clune, Will Attenborough, Max Befort","Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove the Holocaust actually occurred when David Irving, a renowned denier, sues her for libel.","6,7",18734,"$ 10000000","$ 4073489","$ 7994527",63,114,163
"75550","tt4714782","Personal Shopper","Personal Shopper","2016","2017-04-13","Drama",105,"France, Germany, Czech Republic, Belgium","English, French, Swedish, German","Olivier Assayas","Olivier Assayas","CG Cinéma","Kristen Stewart, Lars Eidinger, Sigrid Bouaziz, Anders Danielsen Lie, Ty Olwin, Hammou Graïa, Nora von Waldstätten, Benjamin Biolay, Audrey Bonnet, Pascal Rambert, Aurélia Petit, Olivia Ross, Thibault Lacroix, Calypso Valois, Benoit Peverelli","A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.","6,1",35505,"$ 6000000","$ 1305195","$ 2840408",77,223,337
"75602","tt4731008","Robinson Crusoe","Robinson Crusoe","2016","2016-05-05","Animation",91,"Belgium, France, USA","English, French, German","Vincent Kesteloot, Ben Stassen","Domonic Paris","Summit Entertainment","Matthias Schweighöfer, Kaya Yanar, Ilka Bessin, Dieter Hallervorden, Aylin Tezel, Ghadah Al-Akel, Tommy Morgenstern, Melanie Hinze, Bert Franzke, Tobias Lelle, Gerald Schaale, Jesco Wirthgen, Jan Makino, Axel Lutter, Jan-David Rönfeldt","A daring parrot recounts how Robinson Crusoe came to be stranded on a tropical island.","5,4",5549,"$ 13000000","$ 8005586","$ 40075446",36,31,53
"75604","tt4731136","La cura dal benessere","A Cure for Wellness","2016","2017-03-23","Drama",146,"USA, Germany","English, German","Gore Verbinski","Justin Haythe, Justin Haythe","Regency Enterprises","Dane DeHaan, Jason Isaacs, Mia Goth, Ivo Nandi, Adrian Schiller, Celia Imrie, Harry Groener, Tomas Norström, Ashok Mandanna, Magnus Krepper, Peter Benedict, Michael Mendl, Maggie Steed, Craig Wroe, David Bishins","An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.","6,4",82372,"$ 40000000","$ 8106986","$ 26620002",47,458,337
"75720","tt4776998","The Promise","The Promise","2016","2017-04-21","Action",133,"Spain, USA","English, Armenian, German, French, Turkish","Terry George","Terry George, Robin Swicord","Babieka","Oscar Isaac, Charlotte Le Bon, Christian Bale, Daniel Giménez Cacho, Shohreh Aghdashloo, Marwan Kenzari, Angela Sarafyan, Tom Hollander, Numan Acar, Igal Naor, Milene Mayer, Tamer Hassan, Alicia Borrachero, Abel Folk, Jean Reno","Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.","6",167369,"$ 90000000","$ 8224288","$ 12448676",49,765,218
"76460","tt5013056","Dunkirk","Dunkirk","2017","2017-08-31","Action",106,"UK, Netherlands, France, USA","English, French, German","Christopher Nolan","Christopher Nolan","Syncopy","Fionn Whitehead, Damien Bonnard, Aneurin Barnard, Lee Armstrong, James Bloor, Barry Keoghan, Mark Rylance, Tom Glynn-Carney, Tom Hardy, Jack Lowden, Luke Thompson, Michel Biel, Constantin Balsan, Billy Howle, Mikey Collins","Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.","7,9",531422,"$ 100000000","$ 189740665","$ 526949403",94,2399,624
"76523","tt5033998","Charlie's Angels","Charlie's Angels","2019","2020-08-06","Action",118,"Germany, USA","English, French, Portuguese, German, Turkish","Elizabeth Banks","Elizabeth Banks, Evan Spiliotopoulos","Columbia Pictures","Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks, Patrick Stewart, Djimon Hounsou, Sam Claflin, Jonathan Tucker, Nat Faxon, Chris Pang, Luis Gerardo Méndez, Noah Centineo, David Schütter, Hannah Hoekstra, Jane Chirwa","When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.","4,7",49824,"$ 48000000","$ 17803077","$ 73279888",52,1189,178
"76725","tt5091612","Un sacchetto di biglie","Un sac de billes","2017","2018-01-18","Biography",110,"France, Canada, Czech Republic","French, German, Yiddish, Russian","Christian Duguay","Jonathan Allouche, Christian Duguay","Quad Productions","Dorian Le Clech, Batyste Fleurial, Patrick Bruel, Elsa Zylberstein, Bernard Campan, Kev Adams, Christian Clavier, César Domboy, Ilian Bergala, Emile Berling, Jocelyne Desverchère, Coline Leclère, Éric Bougnon, Joël Dupuch, Holger Daemgen","The adventure of a Jewish boy and his brother escaping Nazi persecution in occupied France.","7,3",4555,"$ 21400000","$ 411318","$ 10898998",55,17,51
"76936","tt5164214","Ocean's 8","Ocean's Eight","2018","2018-07-26","Action",110,"USA","English, Hindi, French, German, Mandarin","Gary Ross","Gary Ross, Olivia Milch","Warner Bros.","Sandra Bullock, Griffin Dunne, Deidre Goodwin, Daniella Rabbani, Brian J. Carter, Gemma Forbes, Katherine Hozier-Adams, Freddy J. Davila, Francesca Calo, Cate Blanchett, Midori Francis, Elliott Gould, Richard Armitage, Charlotte Kirk, Anne Hathaway","Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's yearly Met Gala.","6,2",177206,"$ 70000000","$ 140218711","$ 297718711",61,1038,350
"76938","tt5164432","Tuo, Simon","Love, Simon","2018","2018-05-31","Comedy",110,"USA","English, German, French","Greg Berlanti","Becky Albertalli, Elizabeth Berger","Fox 2000 Pictures","Nick Robinson, Jennifer Garner, Josh Duhamel, Katherine Langford, Alexandra Shipp, Logan Miller, Keiynan Lonsdale, Jorge Lendeborg Jr., Talitha Eliana Bateman, Tony Hale, Natasha Rothwell, Miles Heizer, Joey Pollari, Clark Moore, Drew Starkey","Simon Spier keeps a huge secret from his family, his friends and all of his classmates: he's gay. When that secret is threatened, Simon must face everyone and come to terms with his identity.","7,6",94565,"$ 17000000","$ 40826341","$ 66316289",72,539,258
"77082","tt5208252","Operation Finale","Operation Finale","2018","2018-10-03","Biography",122,"USA","English, Spanish, French, German","Chris Weitz","Matthew Orton","Metro-Goldwyn-Mayer (MGM)","Oscar Isaac, Ben Kingsley, Mélanie Laurent, Lior Raz, Nick Kroll, Michael Aronov, Ohad Knoller, Greg Hill, Torben Liebrecht, Michael Benjamin Hernandez, Joe Alwyn, Greta Scacchi, Peter Strauss, Haley Lu Richardson, Pêpê Rapazote","A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.","6,6",29814,"$ 24000000","$ 17612099","$ 17612099",58,171,94
"77110","tt5220122","Hotel Transylvania 3: Summer Vacation","Hotel Transylvania 3: Summer Vacation","2018","2018-08-22","Animation",97,"USA, South Korea","English, Spanish, German, Russian","Genndy Tartakovsky","Genndy Tartakovsky, Michael McCullers","Sony Pictures Animation","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher, Steve Buscemi, Molly Shannon, David Spade, Keegan-Michael Key, Jim Gaffigan, Kathryn Hahn, Asher Blinkoff, Chris Parnell, Joe Jonas, Chrissy Teigen","Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.","6,3",54196,"$ 80000000","$ 167510016","$ 528583774",54,264,125
"77413","tt5314190","Sgt. Stubby: An American Hero","Sgt. Stubby: An American Hero","2018","2018-04-13","Animation",84,"Ireland, France, USA, Canada, Belgium, UK","English, French, German","Richard Lanni","Richard Lanni, Mike Stokey","Fun Academy Media Group","Logan Lerman, Helena Bonham Carter, Gérard Depardieu, Jordan Beck, Jim Pharr, Jason Ezzell, Guillaume Sentou, Christophe Lemoine, Nicholas Rulon, Brian Cook, Audrey Sablé, Coline Haas, Pierre-Marie Rochefort-Schneider, David Blin, Becca Stewart","The true story of a stray dog who joins his new master on the battlefields of the First World War. For his valorous actions, Sgt. Stubby is still recognized as the most decorated dog in American history.","6,9",1844,"$ 25000000","$ 4015935","$ 4932694",58,48,47
"78021","tt5563334","L'inganno perfetto","The Good Liar","2019","2019-12-05","Crime",109,"UK, Germany, USA","English, German, Russian, French, Spanish","Bill Condon","Nicholas Searle, Jeffrey Hatcher","BRON Studios","Helen Mirren, Ian McKellen, Russell Tovey, Jim Carter, Mark Lewis Jones, Laurie Davidson, Phil Dunster, Lucian Msamati, Jóhannes Haukur Jóhannesson, Tunji Kasim, Spike White, Stella Stocker, Daniel Betts, Nell Williams, Celine Buckens","Consummate con man Roy Courtnay has set his sights on his latest mark: the recently widowed Betty McLeish, worth millions. But this time, what should have been a simple swindle escalates into a cat-and-mouse game with the ultimate stakes.","6,6",20297,"$ 10000000","$ 17156058","$ 33856058",55,268,135
"78971","tt5884142","Cleo","Cleo","2019","2019-07-25","Adventure",99,"Germany","German","Erik Schmitt","Stefanie Ren, Erik Schmitt","Detailfilm","Marleen Lohse, Jeremy Mockridge, Max Mauff, Heiko Pinkowski, Fabian Busch, Anna Böttcher, Folke Renken, Andrea Sawatzki, Us Conradi, Ben Münchow, Max Befort, Gwendolyn Göbel, Canan Samadi, Jean Pütz, Regine Zimmermann","Can Cleo turn back time? It seems that misfortune has been haunting her loved ones since she was born. A legendary treasure sounds like the solution to her problems, but Cleo will have to let go of the past.","7",365,"$ 2000000","","$ 173872",NA,1,18
"79234","tt5973626","Batman: Return of the Caped Crusaders","Batman: Return of the Caped Crusaders","2016","2016-10-11","Animation",78,"USA","English, German","Rick Morales","Michael Jelenic, James Tucker","Warner Bros. Animation","Adam West, Burt Ward, Julie Newmar, Jeff Bergman, Sirena Irwin, Thomas Lennon, William Salyers, Lynne Marie Stewart, Jim Ward, Steven Weber, Wally Wingert","Batman and Robin of the 1960s live action series are back in action to take down their fiendish foes united once more against them.","6,8",4566,"$ 3500000","","$ 56711",NA,46,50
"80980","tt6663582","Il tuo ex non muore mai","The Spy Who Dumped Me","2018","2018-08-08","Action",117,"Canada, USA, Hungary","English, Russian, French, Lithuanian, German","Susanna Fogel","Susanna Fogel, David Iserson","BRON Studios","Justin Theroux, Blanka Györfi-Tóth, Vilma Szécsi, Mila Kunis, Kate McKinnon, Lolly Adefope, Dustin Demri-Burns, David Iserson, Sam Heughan, Hasan Minhaj, Peter Schueller, Mirjam Novak, Ágnes Bánfalvy, László Áron, Kev Adams","Audrey and Morgan are best friends who unwittingly become entangled in an international conspiracy when one of the women discovers the boyfriend who dumped her was actually a spy.","6",65737,"$ 40000000","$ 33562069","$ 75339459",52,510,198
"81228","tt6802308","Ore 15:17 - Attacco al treno","The 15:17 to Paris","2018","2018-02-08","Biography",94,"USA","English, French, Arabic, German, Dutch","Clint Eastwood","Dorothy Blyskal, Anthony Sadler","Warner Bros.","Ray Corasani, Alek Skarlatos, Anthony Sadler, Spencer Stone, Judy Greer, Jenna Fischer, Irene White, William Jennings, Bryce Gheisar, Stephen Matthew Smith, P.J. Byrne, Paul-Mikél Williams, Thomas Lennon, Tony Hale, Grant Weaver","An attempted terrorist attack on a Paris bound train is prevented by three courageous young Americans. Their friendship was their greatest weapon that saved the lives of those on board.","5,2",27885,"$ 30000000","$ 36276286","$ 57076286",45,437,170
"81503","tt6921996","Johnny English colpisce ancora","Johnny English Strikes Again","2018","2018-10-11","Action",89,"UK, France, USA, China","English, Russian, French, German","David Kerr","William Davies","Universal Pictures","Kevin Eldon, Emma Thompson, Adam James, Rowan Atkinson, Noah Spiers, Kendra Mei, Alfie Kennedy, Jasmine Brightmore, George Turner, Rua Robertson, Adam Greaves-Neal, Nifemi Bankole, Gus Brown, Pippa Bennett-Warner, Michael Gambon","After a cyber-attack reveals the identity of all of the active undercover agents in Britain, Johnny English (","6,2",60393,"$ 25000000","$ 4412170","$ 158970776",39,414,151
"81529","tt6932818","De dirigent","De dirigent","2018","2019-09-20","Biography",137,"Netherlands, Belgium","English, Dutch, German","Maria Peters","Maria Peters","Shooting Star Filmcompany BV","Christanne de Bruijn, Benjamin Wainwright, Scott Turner Schofield, Seumas F. Sargent, Annet Malherbe, Raymond Thiry, Gijs Scholten van Aschat, Richard Sammel, Sian Thomas, Tim Ahern, Sara Visser, Michael Watson-Gray, James Sobol Kelly, Anja Antonowicz, Kok-Hwa Lie","Antonia Brico dreams of becoming a conductor, but she isn't taken seriously because she is a woman.","7,2",1987,"$ 6000000","","$ 1211394",NA,20,7
"81588","tt6966692","Green Book","Green Book","2018","2019-01-31","Biography",130,"USA, China","English, Italian, Russian, German","Peter Farrelly","Nick Vallelonga, Brian Hayes Currie","Participant","Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco, Dimiter D. Marinov, Mike Hatton, P.J. Byrne, Joe Cortese, Maggie Nixon, Von Lewis, Jon Sortland, Don Stark, Anthony Mangano, Paul Sloan, Quinn Duffy","A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.","8,2",341975,"$ 23000000","$ 85080171","$ 321752656",69,1472,400
